id,year,games,age,team,assists,steals,blocks,personal_fouls,ofensive_rebounds,defensive_rebounds,points_per_game
2566,2013-14,77,25,MIN,4.4,0.8,0.5,1.8,2.9,9.6,26.1
2566,2014-15,75,26,CLE,2.2,0.7,0.5,1.9,1.9,7.9,16.4
2566,2015-16,77,27,CLE,2.4,0.8,0.5,2.1,1.9,8.0,16.0
2566,2016-17,60,28,CLE,1.9,0.9,0.4,2.1,2.5,8.6,19.0
2566,2017-18,59,29,CLE,1.7,0.7,0.4,2.0,1.7,7.5,17.6
2566,2018-19,22,30,CLE,2.2,0.3,0.2,2.5,1.5,9.4,17.0
2566,2019-20,9,31,CLE,3.7,0.8,0.6,1.9,1.1,12.3,18.3
2567,1971-72,74,22,BAL,0.7,,,2.7,,,7.9
2567,1972-73,72,23,BAL,0.6,,,2.4,,,6.4
2567,1973-74,51,24,LAL,0.9,0.5,0.4,2.6,1.1,2.3,5.6
2567,1974-75,42,25,TOT,0.8,0.4,0.4,2.0,0.9,2.0,5.9
2567,1974-75,30,25,LAL,0.9,0.5,0.4,2.3,1.0,2.2,7.2
2567,1974-75,12,25,SAA,0.8,0.0,0.3,1.3,0.5,1.5,2.4
2568,1953-54,72,24,MNL,0.7,,,2.9,,,8.2
2568,1954-55,70,25,MNL,1.4,,,3.7,,,18.7
2568,1955-56,71,26,MNL,2.3,,,3.5,,,21.5
2568,1956-57,69,27,MNL,2.0,,,3.6,,,20.8
2568,1957-58,71,28,CIN,1.9,,,3.3,,,23.4
2568,1958-59,70,29,STL,1.3,,,3.1,,,14.4
2568,1959-60,68,30,STL,1.9,,,3.6,,,20.8
2568,1960-61,67,31,STL,2.6,,,3.7,,,22.0
2568,1961-62,40,32,STL,1.7,,,3.4,,,20.9
2568,1962-63,61,33,BOS,0.4,,,2.2,,,6.5
2568,1963-64,45,34,BOS,0.5,,,2.2,,,6.7
2569,1983-84,78,24,IND,3.4,1.2,0.1,1.4,0.4,1.2,4.2
2569,1984-85,21,25,TOT,2.4,0.5,0.0,1.3,0.2,0.6,1.3
2569,1984-85,6,25,DET,1.3,0.0,0.0,0.8,0.0,0.2,0.7
2569,1984-85,15,25,ATL,2.8,0.7,0.0,1.5,0.3,0.7,1.6
2569,1988-89,14,29,CHH,6.6,1.0,0.0,2.0,0.4,2.0,1.6
2569,1989-90,80,30,MIN,4.2,0.9,0.1,1.4,0.5,1.5,2.3
2570,1971-72,20,22,MIL,0.7,,,0.8,,,2.3
2571,2006-07,10,20,MEM,3.2,1.4,0.1,2.0,1.2,1.9,5.6
2571,2007-08,82,21,MEM,3.6,1.1,0.3,2.3,0.5,2.5,9.6
2571,2008-09,77,22,TOT,3.6,0.9,0.2,1.9,0.3,2.1,7.6
2571,2008-09,49,22,MEM,3.6,1.0,0.2,1.8,0.3,2.0,7.6
2571,2008-09,28,22,HOU,3.5,0.8,0.3,2.0,0.5,2.3,7.6
2571,2009-10,68,23,HOU,4.5,0.9,0.1,2.5,1.3,2.3,9.1
2571,2010-11,75,24,HOU,6.7,1.4,0.3,2.8,1.2,2.9,13.5
2571,2011-12,47,25,HOU,6.6,1.6,0.3,2.8,0.8,3.7,14.3
2571,2012-13,68,26,TOR,6.4,1.4,0.4,3.2,0.8,3.9,11.6
2571,2013-14,79,27,TOR,7.4,1.5,0.2,3.4,1.1,3.6,17.9
2571,2014-15,70,28,TOR,6.8,1.6,0.2,3.0,0.8,3.9,17.8
2571,2015-16,77,29,TOR,6.4,2.1,0.4,2.7,0.7,4.0,21.2
2571,2016-17,60,30,TOR,7.0,1.5,0.3,2.8,0.8,4.0,22.4
2571,2017-18,78,31,TOR,6.9,1.1,0.2,2.5,0.8,4.7,16.2
2571,2018-19,65,32,TOR,8.7,1.4,0.5,2.6,0.6,4.2,14.2
2571,2019-20,8,33,TOR,6.5,1.1,0.4,2.9,0.3,4.0,21.8
2572,2018-19,12,25,TOR,0.5,0.0,0.0,0.4,0.1,0.7,2.4
2573,1948-49,2,26,BOS,1.0,,,0.0,,,1.0
2574,1963-64,79,23,CIN,2.6,,,3.8,,,17.7
2574,1964-65,66,24,CIN,2.4,,,3.2,,,21.4
2574,1965-66,79,25,CIN,2.7,,,3.5,,,21.5
2574,1966-67,81,26,CIN,3.3,,,3.5,,,17.8
2574,1967-68,82,27,CIN,3.1,,,3.0,,,21.5
2574,1968-69,74,28,CIN,4.1,,,2.8,,,18.3
2574,1969-70,67,29,TOT,2.6,,,2.4,,,15.1
2574,1969-70,4,29,CIN,2.3,,,1.3,,,10.3
2574,1969-70,63,29,SFW,2.6,,,2.5,,,15.4
2574,1970-71,80,30,SFW,3.7,,,2.5,,,19.2
2574,1971-72,77,31,NYK,4.1,,,2.8,,,16.7
2574,1972-73,71,32,NYK,4.5,,,2.2,,,9.9
2574,1973-74,73,33,NYK,3.2,0.4,0.3,1.8,0.8,4.3,6.2
2575,1976-77,82,23,HOU,5.6,1.5,0.2,2.1,0.7,2.0,11.1
2575,1977-78,82,24,HOU,9.4,2.0,0.1,2.5,0.6,2.5,12.4
2575,1978-79,82,25,GSW,9.3,1.9,0.1,2.8,0.8,2.2,16.1
2575,1979-80,80,26,GSW,7.5,1.7,0.0,2.5,0.8,2.0,12.6
2575,1980-81,66,27,GSW,7.0,1.3,0.0,2.1,0.5,1.8,8.4
2575,1981-82,79,28,WSB,7.0,1.2,0.1,1.3,0.5,1.6,8.4
2575,1982-83,35,29,WSB,2.9,0.7,0.0,0.5,0.2,0.6,4.1
2575,1983-84,63,30,SAS,10.7,1.5,0.1,2.0,0.4,2.5,10.9
2575,1984-85,47,31,HOU,6.8,1.3,0.0,1.7,0.4,1.4,11.4
2575,1985-86,65,32,HOU,8.8,1.2,0.1,1.9,0.5,1.7,15.5
2575,1986-87,43,33,MIL,6.7,1.7,0.1,1.9,0.7,2.2,17.5
2575,1987-88,81,34,MIL,4.8,1.1,0.0,1.3,0.4,1.6,9.2
2575,1988-89,74,35,SEA,3.5,0.8,0.0,0.7,0.3,0.8,4.2
2575,1989-90,49,36,HOU,4.9,0.9,0.0,1.2,0.4,1.4,5.8
2576,2014-15,1,25,MEM,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2576,2018-19,1,29,DET,1.0,0.0,0.0,1.0,0.0,3.0,2.0
2577,1974-75,80,22,SSL,3.6,1.1,0.8,3.8,3.5,6.7,13.2
2577,1975-76,86,23,TOT,2.6,0.9,0.7,3.9,3.5,7.8,17.0
2577,1975-76,28,23,SSL,2.8,0.7,0.8,3.7,3.8,11.3,20.4
2577,1975-76,58,23,KEN,2.5,1.0,0.6,3.9,3.3,6.2,15.3
2577,1976-77,79,24,POR,2.9,1.1,0.7,3.7,3.4,7.9,20.2
2577,1977-78,68,25,POR,2.5,0.9,0.8,3.3,2.7,6.4,16.4
2577,1978-79,69,26,POR,3.1,1.0,1.2,3.7,2.8,7.6,20.4
2577,1979-80,63,27,TOT,3.3,0.7,1.0,3.5,2.3,6.3,14.7
2577,1979-80,41,27,POR,3.0,0.6,0.9,3.4,2.1,5.9,14.3
2577,1979-80,22,27,NJN,3.8,0.9,1.2,3.7,2.6,7.0,15.2
2577,1980-81,68,28,NJN,2.5,0.8,0.9,3.8,2.3,6.2,14.7
2577,1981-82,80,29,NYK,2.2,0.9,0.9,3.9,3.4,7.9,15.8
2577,1982-83,77,30,PHO,2.8,0.7,0.6,3.6,2.6,7.8,16.5
2577,1983-84,75,31,PHO,2.7,0.7,0.5,3.1,2.8,6.9,15.9
2577,1984-85,63,32,PHO,2.3,0.6,0.3,2.9,2.2,6.7,13.4
2577,1985-86,77,33,LAL,1.1,0.6,0.3,3.3,2.1,5.2,10.2
2577,1986-87,63,34,SEA,1.0,0.5,0.3,2.7,1.4,3.5,7.9
2577,1987-88,73,35,POR,1.3,0.5,0.1,2.6,1.4,2.9,6.1
2578,2005-06,13,23,HOU,0.9,0.4,0.0,0.5,0.2,0.2,2.3
2578,2006-07,47,24,HOU,0.7,0.4,0.0,0.8,0.2,0.6,3.3
2578,2010-11,2,28,CHI,0.5,0.0,0.0,0.0,0.0,0.0,1.0
2578,2011-12,49,29,CHI,2.2,0.4,0.0,0.9,0.4,1.1,7.5
2578,2012-13,63,30,TOR,1.7,0.4,0.0,0.8,0.1,0.9,5.3
2578,2013-14,42,31,UTA,1.0,0.3,0.0,1.0,0.3,0.6,3.8
2578,2014-15,21,32,DET,2.9,0.4,0.0,0.9,0.2,0.6,4.7
2578,2016-17,5,34,MIN,0.2,0.4,0.0,0.0,0.0,0.0,0.4
2579,1961-62,67,22,PHW,0.4,,,1.0,,,2.0
2579,1962-63,20,23,SFW,0.4,,,1.7,,,3.1
2580,1998-99,15,21,LAL,1.7,0.3,0.0,1.9,0.1,0.3,5.0
2580,1999-00,8,22,LAL,2.1,0.4,0.0,2.1,0.3,1.3,6.0
2580,2000-01,38,23,LAL,1.2,0.5,0.0,1.4,0.1,0.7,3.4
2580,2001-02,71,24,WAS,3.5,0.7,0.0,1.7,0.2,1.5,7.8
2580,2002-03,75,25,WAS,3.5,0.6,0.0,2.0,0.3,1.7,8.6
2580,2003-04,76,26,ORL,4.2,0.8,0.1,2.4,0.3,2.1,10.5
2580,2004-05,70,27,TOT,4.6,0.5,0.0,2.4,0.2,1.9,11.2
2580,2004-05,21,27,HOU,2.8,0.4,0.0,2.3,0.0,1.9,6.0
2580,2004-05,49,27,ATL,5.4,0.5,0.0,2.4,0.3,1.9,13.5
2580,2005-06,51,28,ATL,3.1,0.5,0.1,2.2,0.3,1.4,11.0
2580,2006-07,56,29,ATL,3.6,0.4,0.0,1.8,0.3,1.5,11.4
2580,2007-08,50,30,TOT,1.5,0.2,0.0,1.3,0.2,0.9,5.8
2580,2007-08,33,30,ATL,1.8,0.3,0.0,1.2,0.3,1.0,6.8
2580,2007-08,17,30,DAL,0.9,0.0,0.1,1.6,0.0,0.8,3.8
2580,2008-09,44,31,TOT,1.4,0.2,0.0,1.2,0.1,0.9,4.2
2580,2008-09,30,31,MIL,1.5,0.2,0.0,1.4,0.2,1.0,4.7
2580,2008-09,14,31,ORL,1.0,0.1,0.0,0.9,0.0,0.8,3.0
2581,1953-54,31,25,BLB,1.1,,,1.5,,,2.9
2582,1946-47,5,26,WSC,0.0,,,1.2,,,0.8
2583,1974-75,48,23,POR,3.7,0.4,0.1,1.7,0.2,1.0,4.2
2583,1975-76,34,24,PHO,1.4,0.4,0.0,0.8,0.2,0.5,2.1
2584,1948-49,61,25,TOT,2.6,,,2.8,,,12.7
2584,1948-49,37,25,INJ,3.4,,,2.7,,,12.2
2584,1948-49,24,25,NYK,1.4,,,3.1,,,13.5
2584,1949-50,58,26,NYK,1.6,,,2.0,,,4.6
2584,1950-51,64,27,NYK,1.8,,,2.5,,,6.7
2584,1951-52,62,28,NYK,2.0,,,2.7,,,7.4
2584,1952-53,55,29,TOT,3.1,,,3.2,,,9.6
2584,1952-53,6,29,NYK,2.5,,,2.8,,,4.7
2584,1952-53,49,29,BLB,3.1,,,3.3,,,10.2
2585,2016-17,69,21,PHI,1.1,0.5,0.1,2.2,0.4,1.8,6.4
2585,2017-18,52,22,PHI,1.0,0.2,0.1,1.9,0.3,1.1,5.8
2585,2018-19,50,23,TOT,0.5,0.4,0.2,1.5,0.2,1.7,4.6
2585,2018-19,21,23,OKC,0.2,0.2,0.0,0.7,0.2,0.7,1.7
2585,2018-19,29,23,CHI,0.8,0.5,0.2,2.0,0.2,2.5,6.8
2586,2017-18,1,21,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,2018-19,25,22,DEN,0.2,0.1,0.0,0.4,0.3,0.4,0.9
2587,2015-16,80,20,UTA,0.7,0.3,0.2,1.4,0.7,3.0,6.1
2587,2016-17,71,21,UTA,1.0,0.4,0.3,1.4,0.7,2.6,6.2
2587,2017-18,73,22,DEN,1.2,0.4,0.5,1.5,0.8,4.0,9.9
2587,2018-19,64,23,DEN,1.4,0.5,0.4,1.5,0.7,3.2,8.5
2587,2019-20,9,24,SAS,1.3,0.1,0.2,1.4,1.9,5.9,4.9
2588,1967-68,7,,DNR,0.0,,,1.4,,,2.4
2589,1993-94,71,23,LAL,1.4,1.4,0.4,2.5,3.1,2.7,9.6
2589,1994-95,56,24,LAL,1.1,0.9,0.2,1.5,1.3,1.9,6.1
2589,1995-96,76,25,LAL,0.7,0.6,0.1,1.4,1.1,1.7,3.8
2589,1996-97,41,26,VAN,1.9,1.5,0.4,2.4,2.4,4.0,8.3
2589,1997-98,82,27,VAN,1.5,0.8,0.5,2.0,1.8,2.6,7.5
2589,1998-99,43,28,PHI,1.8,2.0,0.5,3.3,2.6,3.9,8.3
2589,1999-00,75,29,PHI,1.8,1.6,0.5,3.1,2.9,4.9,9.6
2589,2000-01,82,30,PHI,1.7,1.2,0.4,2.7,2.4,4.8,8.4
2589,2001-02,45,31,CHH,1.2,0.9,0.3,1.7,1.6,2.6,3.8
2589,2002-03,81,32,NOH,1.3,0.8,0.2,1.7,1.7,2.6,4.5
2589,2003-04,78,33,NOH,1.5,0.6,0.2,2.0,1.2,2.8,4.8
2589,2004-05,44,34,NOH,2.0,0.7,0.3,1.9,1.3,2.7,3.7
2590,1991-92,55,23,CHH,1.5,0.7,0.2,1.9,0.5,1.0,4.1
2590,1992-93,40,24,CHH,0.6,0.3,0.2,1.1,0.3,0.6,2.2
2591,1969-70,52,26,TOT,0.8,,,2.3,1.6,3.4,5.0
2591,1969-70,12,26,DNR,0.3,,,1.5,1.3,2.9,4.0
2591,1969-70,40,26,PTP,1.0,,,2.6,1.7,3.5,5.3
2592,1969-70,44,24,LAL,0.7,,,2.0,,,2.7
2592,1970-71,5,25,BUF,0.2,,,1.8,,,1.4
2593,2016-17,30,24,WAS,0.5,0.3,0.1,0.6,0.1,1.0,3.0
2594,1973-74,30,22,BUF,0.1,0.2,0.0,1.0,0.3,0.5,1.6
2595,1949-50,67,21,STB,3.0,,,3.3,,,16.1
2595,1950-51,68,22,BOS,3.7,,,3.0,,,20.4
2595,1951-52,66,23,BOS,3.5,,,2.6,,,19.2
2595,1952-53,69,24,BOS,4.1,,,2.7,,,20.3
2595,1953-54,71,25,BOS,3.8,,,2.4,,,18.9
2595,1954-55,71,26,BOS,3.9,,,2.4,,,17.6
2595,1955-56,71,27,BOS,3.0,,,2.2,,,17.5
2595,1956-57,72,28,STL,2.8,,,2.9,,,16.5
2595,1957-58,72,29,STL,2.0,,,2.2,,,14.2
2595,1958-59,14,30,STL,0.9,,,1.4,,,4.6
2596,1999-00,56,24,PHI,0.2,0.2,0.7,1.7,0.9,1.8,3.7
2596,2000-01,63,25,PHI,0.2,0.1,0.3,1.5,1.1,1.6,4.1
2596,2001-02,62,26,NJN,1.3,0.4,1.4,2.9,2.5,3.6,9.7
2596,2002-03,42,27,PHI,0.5,0.5,0.8,2.5,1.6,3.1,7.1
2597,1954-55,6,24,MLH,1.8,,,0.8,,,1.3
2598,2012-13,6,22,HOU,1.0,0.3,0.0,0.0,0.0,0.2,1.3
2598,2018-19,4,28,LAL,0.8,0.3,0.0,0.5,0.0,0.0,2.5
2599,2005-06,19,26,NOK,0.3,0.4,0.0,0.5,0.2,0.4,2.3
2600,1979-80,50,22,TOT,1.1,0.5,0.1,1.0,0.6,0.8,4.7
2600,1979-80,27,22,LAL,0.7,0.1,0.0,0.6,0.3,0.6,1.9
2600,1979-80,23,22,CHI,1.4,0.9,0.1,1.5,1.1,1.0,8.0
2600,1980-81,65,23,TOT,2.5,0.9,0.1,1.8,1.4,2.1,9.8
2600,1980-81,3,23,CHI,0.3,0.3,0.0,1.0,0.0,0.3,1.0
2600,1980-81,62,23,DAL,2.6,0.9,0.1,1.8,1.5,2.2,10.2
2600,1981-82,13,24,DAL,1.1,0.4,0.1,0.5,0.6,0.8,3.4
2601,1992-93,40,22,SAS,0.4,0.4,0.1,1.1,0.5,0.8,3.6
2601,1995-96,31,25,HOU,2.5,0.7,0.3,2.4,0.6,2.6,10.8
2601,1996-97,52,26,HOU,1.1,0.6,0.1,1.3,0.4,1.7,5.6
2601,1997-98,57,27,VAN,1.8,0.7,0.2,2.1,0.5,1.8,10.8
2601,1998-99,44,28,TOT,1.3,0.8,0.1,2.1,0.3,1.8,10.7
2601,1998-99,19,28,VAN,1.2,1.1,0.1,2.8,0.4,2.4,12.7
2601,1998-99,25,28,HOU,1.3,0.6,0.1,1.6,0.3,1.4,9.2
2601,1999-00,23,29,GSW,1.0,0.8,0.0,2.0,0.3,1.4,5.0
2601,2001-02,12,31,MIA,0.3,0.4,0.1,1.4,0.2,1.0,3.3
2602,2011-12,64,21,WAS,2.0,0.4,0.0,0.8,0.2,1.3,3.6
2602,2012-13,31,22,TOT,2.2,0.5,0.0,1.3,0.1,1.2,4.6
2602,2012-13,7,22,WAS,3.3,0.9,0.0,1.4,0.4,1.9,5.3
2602,2012-13,4,22,PHI,0.3,0.0,0.0,0.3,0.0,0.0,0.5
2602,2012-13,20,22,ATL,2.2,0.5,0.0,1.4,0.0,1.2,5.2
2602,2013-14,73,23,ATL,3.7,0.7,0.0,1.4,0.3,1.9,7.5
2602,2014-15,55,24,ATL,2.8,0.5,0.0,0.6,0.1,1.3,5.4
2602,2015-16,52,25,TOT,3.6,0.7,0.1,1.4,0.3,2.2,8.6
2602,2015-16,24,25,ATL,1.6,0.3,0.0,0.3,0.1,0.8,3.9
2602,2015-16,28,25,UTA,5.3,0.9,0.1,2.3,0.4,3.4,12.7
2602,2016-17,55,26,UTA,2.8,0.8,0.1,1.8,0.4,1.9,7.8
2602,2017-18,69,27,ORL,3.9,0.8,0.1,1.3,0.3,2.1,6.9
2602,2018-19,57,28,TOT,3.2,0.8,0.1,1.5,0.3,1.5,7.5
2602,2018-19,53,28,MEM,3.4,0.8,0.1,1.5,0.3,1.6,7.9
2602,2018-19,4,28,CHO,0.3,0.5,0.0,0.8,0.0,0.5,2.3
2603,1993-94,22,23,PHO,0.0,0.0,0.1,0.4,0.5,0.5,1.5
2604,1981-82,79,23,ATL,0.6,0.5,0.3,2.8,1.4,1.9,7.0
2604,1982-83,73,24,ATL,1.0,0.6,0.1,2.6,1.2,1.4,6.0
2604,1983-84,8,25,NYK,0.4,0.1,0.0,2.1,0.6,0.8,4.4
2605,2011-12,23,25,DET,0.2,0.2,0.2,0.4,0.6,0.9,2.0
2606,1949-50,59,27,SYR,1.1,,,2.2,,,7.4
2606,1950-51,58,28,SYR,1.2,,,2.3,,,6.6
2607,1992-93,62,23,WSB,0.6,0.2,0.1,1.3,0.5,1.4,6.6
2607,1993-94,75,24,WSB,2.1,0.6,0.3,2.3,1.9,4.4,18.2
2607,1994-95,39,25,WSB,1.3,0.4,0.1,2.5,1.2,3.1,11.0
2607,1995-96,56,26,DEN,1.6,0.4,0.1,1.9,1.1,2.6,11.2
2607,1996-97,37,27,PHI,1.0,0.3,0.3,1.9,1.1,2.7,10.9
2607,1997-98,9,28,NJN,0.0,0.0,0.0,0.8,0.3,0.2,0.3
2607,1998-99,17,29,SEA,0.9,0.3,0.3,2.0,1.1,2.8,10.9
2607,1999-00,16,30,PHO,0.5,0.1,0.1,1.5,0.4,1.1,2.6
2607,2000-01,8,31,MIA,0.5,0.6,0.1,1.1,0.9,1.4,3.9
2608,2018-19,8,23,DAL,0.9,0.1,0.0,1.0,0.3,1.3,3.6
2608,2019-20,1,24,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,1991-92,76,22,DEN,2.2,2.0,0.2,3.2,1.1,1.8,10.6
2609,1992-93,48,23,DEN,2.6,1.4,0.1,2.8,0.7,1.5,7.5
2609,1993-94,42,24,TOT,1.2,0.9,0.0,1.7,0.4,0.5,3.9
2609,1993-94,7,24,DEN,1.6,0.9,0.1,2.4,0.4,0.6,5.1
2609,1993-94,35,24,DET,1.1,0.9,0.0,1.6,0.4,0.5,3.6
2609,1994-95,55,25,DET,1.1,1.2,0.0,1.8,0.5,0.9,5.0
2609,1995-96,23,26,DET,0.7,0.7,0.0,1.5,0.4,0.5,3.2
2609,1998-99,7,29,DET,0.6,0.7,0.1,0.9,0.4,0.3,1.3
2610,2018-19,2,23,CHO,1.0,0.0,0.0,0.0,0.0,1.5,3.0
2611,1980-81,82,23,PHO,2.0,0.9,0.1,1.5,0.5,1.1,8.1
2611,1981-82,82,24,PHO,4.7,1.7,0.1,2.3,1.0,2.2,14.2
2611,1982-83,82,25,PHO,3.4,0.8,0.1,1.6,0.5,1.5,9.9
2611,1983-84,82,26,PHO,4.3,1.5,0.1,2.2,0.6,1.7,10.1
2611,1984-85,65,27,PHO,5.8,1.3,0.0,2.0,0.5,2.2,11.0
2611,1985-86,82,28,CHI,5.4,1.0,0.1,2.5,0.5,1.7,8.6
2611,1986-87,76,29,IND,2.6,0.8,0.1,1.8,0.3,1.2,4.9
2612,1948-49,1,29,INJ,1.0,,,0.0,,,0.0
2613,2002-03,9,21,HOU,0.6,0.3,0.1,0.4,0.1,0.7,1.2
2614,1993-94,22,24,CLE,0.9,0.4,0.0,0.7,0.0,0.5,1.6
2614,1994-95,7,25,CLE,0.1,0.3,0.0,0.3,0.0,0.0,1.1
2614,1997-98,19,28,GSW,2.4,0.7,0.1,0.9,0.1,0.7,1.9
2615,2000-01,70,25,LAL,0.3,0.1,0.1,1.6,1.1,1.1,2.0
2615,2001-02,59,26,LAL,0.7,0.3,0.2,1.8,1.5,1.2,2.8
2615,2002-03,54,27,LAL,0.7,0.3,0.4,2.1,1.6,1.4,3.2
2615,2003-04,72,28,MIN,0.4,0.5,0.3,2.4,1.9,1.9,3.6
2615,2004-05,41,29,MIN,0.4,0.2,0.3,2.5,1.5,1.6,2.1
2615,2005-06,62,30,MIN,0.2,0.4,0.3,1.8,0.8,1.5,1.2
2615,2006-07,56,31,MIN,0.2,0.2,0.2,1.8,0.6,0.9,1.1
2615,2007-08,20,32,MIN,0.2,0.2,0.1,1.3,0.9,1.0,0.5
2615,2008-09,19,33,MIN,0.2,0.1,0.1,0.9,0.5,0.4,0.3
2616,1950-51,24,24,BLB,1.0,,,2.8,,,5.2
2617,2017-18,18,28,ATL,3.2,0.4,0.1,0.9,0.1,0.9,2.6
2617,2019-20,1,30,ORL,1.0,1.0,0.0,0.0,1.0,0.0,4.0
2618,1999-00,77,20,ORL,0.8,0.3,0.3,2.2,1.6,2.3,8.4
2618,2000-01,69,21,LAC,1.2,0.5,0.1,2.0,1.3,2.9,10.0
2618,2001-02,63,22,LAC,1.8,0.7,0.3,2.5,0.9,2.8,11.4
2618,2002-03,64,23,LAC,1.9,0.9,0.3,3.0,1.2,3.8,16.8
2618,2003-04,73,24,LAC,3.1,0.9,0.2,3.0,1.3,4.6,20.7
2618,2004-05,66,25,LAC,3.4,1.1,0.1,2.9,1.1,4.9,22.2
2618,2005-06,32,26,LAC,2.1,0.6,0.1,3.0,0.9,4.4,17.8
2618,2006-07,75,27,LAC,2.8,0.9,0.2,3.3,1.2,4.7,16.9
2618,2007-08,70,28,LAC,2.7,1.0,0.1,3.0,1.1,4.5,22.1
2618,2008-09,51,29,GSW,1.8,0.9,0.2,3.8,1.0,4.6,18.6
2618,2009-10,70,30,GSW,2.5,0.7,0.1,3.3,1.3,4.0,19.8
2618,2010-11,67,31,MIL,1.3,0.3,0.1,2.6,0.7,2.9,12.0
2618,2011-12,32,32,CHA,1.2,0.7,0.0,2.6,0.7,3.3,15.0
2618,2012-13,18,33,DET,1.1,0.3,0.1,2.3,0.3,1.1,5.3
2619,1982-83,14,23,CLE,0.1,0.1,0.0,0.4,0.1,0.6,0.9
2620,2000-01,74,22,CHH,0.4,0.2,1.1,1.9,1.4,2.6,4.6
2620,2001-02,82,23,CHH,0.4,0.3,1.0,2.5,1.9,3.8,8.5
2620,2002-03,82,24,NOH,1.1,0.6,1.4,3.4,3.2,5.7,10.3
2620,2003-04,82,25,NOH,1.0,0.5,1.2,3.4,3.3,7.1,13.6
2620,2004-05,23,26,NOH,1.3,0.3,1.0,3.2,3.4,5.5,11.7
2620,2005-06,82,27,MIL,0.7,0.4,1.0,3.4,2.7,6.8,9.2
2620,2006-07,81,28,POR,0.4,0.3,0.8,2.8,1.9,4.2,6.5
2620,2007-08,31,29,TOT,0.2,0.0,0.3,1.6,0.6,2.3,1.8
2620,2007-08,24,29,NJN,0.3,0.0,0.4,1.8,0.8,2.6,1.8
2620,2007-08,7,29,DAL,0.0,0.1,0.0,1.1,0.1,1.0,1.7
2620,2008-09,55,30,MIA,0.4,0.2,0.5,2.2,1.5,2.5,2.9
2620,2009-10,36,31,MIA,0.0,0.3,0.3,1.6,1.1,2.2,2.1
2620,2010-11,18,32,MIA,0.2,0.2,0.1,1.4,0.9,2.4,1.9
2620,2011-12,34,33,TOR,0.2,0.1,0.3,1.9,0.7,2.6,1.2
2621,1967-68,75,22,KEN,1.7,,,3.7,3.5,5.7,13.7
2621,1968-69,79,23,TOT,1.3,,,3.3,2.5,4.8,11.8
2621,1968-69,31,23,KEN,1.1,,,3.2,1.8,4.1,8.8
2621,1968-69,48,23,NYA,1.3,,,3.4,2.9,5.2,13.8
2621,1969-70,84,24,CAR,2.0,,,3.3,2.5,5.6,11.0
2621,1970-71,83,25,CAR,1.4,,,3.7,2.6,4.9,11.2
2622,2007-08,6,21,SAS,0.2,0.0,0.7,0.7,0.0,0.8,3.5
2622,2009-10,26,23,SAS,0.1,0.1,0.3,1.2,0.5,1.5,3.9
2622,2010-11,56,24,DAL,0.1,0.3,0.3,1.9,0.8,1.4,3.1
2622,2011-12,61,25,DAL,0.2,0.6,0.5,2.9,1.8,3.0,5.8
2622,2012-13,80,26,IND,0.3,0.5,0.8,2.5,1.4,2.5,5.0
2622,2013-14,77,27,IND,0.3,0.5,0.9,2.7,1.4,1.9,3.5
2622,2014-15,61,28,IND,0.5,0.5,0.8,2.8,1.7,4.1,4.3
2622,2015-16,71,29,IND,1.5,0.9,1.1,3.1,1.9,5.2,9.3
2622,2016-17,31,30,WAS,0.6,1.1,0.8,2.9,1.5,3.3,5.6
2622,2017-18,77,31,WAS,0.7,0.5,0.5,3.0,1.8,2.3,4.8
2622,2018-19,34,32,WAS,0.7,0.7,0.5,2.5,1.4,2.4,4.1
2623,1946-47,60,24,WSC,1.0,,,3.0,,,9.3
2623,1947-48,48,25,WSC,0.6,,,3.1,,,6.6
2623,1948-49,57,26,TOT,2.2,,,3.8,,,9.4
2623,1948-49,7,26,BLB,1.3,,,4.6,,,7.6
2623,1948-49,13,26,INJ,2.6,,,3.1,,,10.0
2623,1948-49,37,26,FTW,2.2,,,3.9,,,9.5
2623,1949-50,62,27,TOT,1.7,,,3.7,,,5.5
2623,1949-50,2,27,FTW,1.0,,,4.0,,,3.5
2623,1949-50,36,27,TRI,1.8,,,4.1,,,6.2
2623,1949-50,24,27,BOS,1.8,,,3.1,,,4.6
2623,1950-51,58,28,TOT,1.3,,,2.8,,,4.6
2623,1950-51,46,28,BOS,1.5,,,3.3,,,5.2
2623,1950-51,12,28,INO,0.8,,,1.0,,,2.3
2623,1951-52,60,29,BOS,1.1,,,1.5,,,3.0
2623,1952-53,69,30,BOS,1.1,,,1.6,,,2.8
2624,1972-73,19,24,NYA,0.6,,,1.8,0.2,0.5,3.1
2625,1952-53,6,25,BOS,0.2,,,1.2,,,2.0
2625,1953-54,2,26,BLB,0.5,,,0.0,,,0.0
2626,1980-81,52,22,WSB,0.5,0.4,0.8,2.6,1.3,2.8,4.8
2626,1981-82,80,23,WSB,1.9,0.7,1.7,4.4,1.9,6.9,12.2
2626,1982-83,82,24,WSB,1.4,1.0,1.8,4.1,2.1,7.4,11.0
2626,1983-84,82,25,WSB,1.6,0.8,1.5,4.4,2.1,6.9,9.0
2626,1984-85,77,26,WSB,1.6,0.8,1.4,4.0,1.9,5.9,6.3
